text,date,article_link
"Turkey evacuates 185 Turkish, 45 foreign nationals from Yemen","Apr 05, 2015",https://www.dailysabah.com/turkey/2015/04/05/turkey-evacuates-185-turkish-45-foreign-nationals-from-yemen
"THY chairman resigns, replaced by İlker Aycı","Apr 06, 2015",https://www.dailysabah.com/business/2015/04/06/thy-chairman-resigns-replaced-by-ilker-ayci
"Hundreds of flights, including Turkish Airlines, cancelled over French air traffic strike","Apr 08, 2015",https://www.dailysabah.com/world/2015/04/08/hundreds-of-flights-including-turkish-airlines-cancelled-over-french-air-traffic-strike
Turkish Airlines agrees to sponsor Gelibolu Games,"Apr 09, 2015",https://www.dailysabah.com/sports/2015/04/09/turkish-airlines-agrees-to-sponsor-gelibolu-games
THY starts non-stop flight to San Francisco,"Apr 14, 2015",https://www.dailysabah.com/business/2015/04/14/thy-starts-nonstop-flight-to-san-francisco
Turkish Airlines plane called back to Istanbul after bomb threat,"Apr 17, 2015",https://www.dailysabah.com/turkey/2015/04/17/turkish-airlines-plane-called-back-to-istanbul-after-bomb-threat
Turkey extradites Serb war criminal Dusko Dabetic,"Apr 17, 2015",https://www.dailysabah.com/turkey/2015/04/17/turkey-extradites-serb-war-criminal-dusko-dabetic
Greek mafia figure threatens Turkish basketball referee with death,"Apr 23, 2015",https://www.dailysabah.com/basketball/2015/04/23/greek-mafia-figure-threatens-turkish-basketball-referee-with-death
Final four promises exciting basketball,"Apr 24, 2015",https://www.dailysabah.com/basketball/2015/04/24/final-four-promises-exciting-basketball
Commercial flights to begin on May 26 from Turkey's artificial island,"Apr 26, 2015",https://www.dailysabah.com/tourism/2015/04/26/commercial-flights-to-begin-on-may-26-from-turkeys-artificial-island
Turkey's AFAD and other aid organizations on ground in Nepal,"Apr 27, 2015",https://www.dailysabah.com/turkey/2015/04/27/turkeys-afad-and-other-aid-organizations-on-ground-in-nepal
Turkish humanitarian relief effort continues to save lives in Nepal,"Apr 28, 2015",https://www.dailysabah.com/asia/2015/04/28/turkish-humanitarian-relief-effort-continues-to-save-lives-in-nepal
Turkish Airlines launches direct flights to Porto,"Apr 30, 2015",https://www.dailysabah.com/tourism/2015/04/30/turkish-airlines-launches-direct-flights-to-porto
Turkey might join TTIP with new agreement,"May 03, 2015",https://www.dailysabah.com/economy/2015/05/03/turkey-might-join-ttip-with-new-agreement
Turkey: THY among best in economy service,"May 04, 2015",https://www.dailysabah.com/tourism/2015/05/04/turkey-thy-among-best-in-economy-service
Arda Ermut appointed as new president of Turkey’s Investment Agency,"May 07, 2015",https://www.dailysabah.com/business/2015/05/07/arda-ermut-appointed-as-new-president-of-turkeys-investment-agency
Euroleague Rising Star Trophy goes to Fener's Bogdanovic again,"May 08, 2015",https://www.dailysabah.com/basketball/2015/05/08/euroleague-rising-star-trophy-goes-to-feners-bogdanovic-again
All-Turkish Airlines Euroleague teams unveiled,"May 10, 2015",https://www.dailysabah.com/basketball/2015/05/10/allturkish-airlines-euroleague-teams-unveiled
"Van, long plagued by terror, to become a tourist destination","May 12, 2015",https://www.dailysabah.com/feature/2015/05/12/van-long-plagued-by-terror-to-become-a-tourist-destination
Short film depicts Istanbul from Mimar Sinan's glorious mosques,"May 12, 2015",https://www.dailysabah.com/cinema/2015/05/12/short-film-depicts-istanbul-from-mimar-sinans-glorious-mosques
Turkish Airlines adds 7 new destinations from Ankara,"May 14, 2015",https://www.dailysabah.com/tourism/2015/05/14/turkish-airlines-adds-7-new-destinations-from-ankara
"THY chairman resigns, replaced by İlker Aycı","Apr 06, 2015",https://www.dailysabah.com/business/2015/04/06/thy-chairman-resigns-replaced-by-ilker-ayci
"Hundreds of flights, including Turkish Airlines, cancelled over French air traffic strike","Apr 08, 2015",https://www.dailysabah.com/world/2015/04/08/hundreds-of-flights-including-turkish-airlines-cancelled-over-french-air-traffic-strike
Turkish Airlines agrees to sponsor Gelibolu Games,"Apr 09, 2015",https://www.dailysabah.com/sports/2015/04/09/turkish-airlines-agrees-to-sponsor-gelibolu-games
THY starts non-stop flight to San Francisco,"Apr 14, 2015",https://www.dailysabah.com/business/2015/04/14/thy-starts-nonstop-flight-to-san-francisco
Turkish Airlines plane called back to Istanbul after bomb threat,"Apr 17, 2015",https://www.dailysabah.com/turkey/2015/04/17/turkish-airlines-plane-called-back-to-istanbul-after-bomb-threat
Turkey extradites Serb war criminal Dusko Dabetic,"Apr 17, 2015",https://www.dailysabah.com/turkey/2015/04/17/turkey-extradites-serb-war-criminal-dusko-dabetic
Greek mafia figure threatens Turkish basketball referee with death,"Apr 23, 2015",https://www.dailysabah.com/basketball/2015/04/23/greek-mafia-figure-threatens-turkish-basketball-referee-with-death
Final four promises exciting basketball,"Apr 24, 2015",https://www.dailysabah.com/basketball/2015/04/24/final-four-promises-exciting-basketball
Commercial flights to begin on May 26 from Turkey's artificial island,"Apr 26, 2015",https://www.dailysabah.com/tourism/2015/04/26/commercial-flights-to-begin-on-may-26-from-turkeys-artificial-island
Turkey's AFAD and other aid organizations on ground in Nepal,"Apr 27, 2015",https://www.dailysabah.com/turkey/2015/04/27/turkeys-afad-and-other-aid-organizations-on-ground-in-nepal
Turkish humanitarian relief effort continues to save lives in Nepal,"Apr 28, 2015",https://www.dailysabah.com/asia/2015/04/28/turkish-humanitarian-relief-effort-continues-to-save-lives-in-nepal
Turkish Airlines launches direct flights to Porto,"Apr 30, 2015",https://www.dailysabah.com/tourism/2015/04/30/turkish-airlines-launches-direct-flights-to-porto
Turkey might join TTIP with new agreement,"May 03, 2015",https://www.dailysabah.com/economy/2015/05/03/turkey-might-join-ttip-with-new-agreement
Turkey: THY among best in economy service,"May 04, 2015",https://www.dailysabah.com/tourism/2015/05/04/turkey-thy-among-best-in-economy-service
Arda Ermut appointed as new president of Turkey’s Investment Agency,"May 07, 2015",https://www.dailysabah.com/business/2015/05/07/arda-ermut-appointed-as-new-president-of-turkeys-investment-agency
Euroleague Rising Star Trophy goes to Fener's Bogdanovic again,"May 08, 2015",https://www.dailysabah.com/basketball/2015/05/08/euroleague-rising-star-trophy-goes-to-feners-bogdanovic-again
All-Turkish Airlines Euroleague teams unveiled,"May 10, 2015",https://www.dailysabah.com/basketball/2015/05/10/allturkish-airlines-euroleague-teams-unveiled
"Van, long plagued by terror, to become a tourist destination","May 12, 2015",https://www.dailysabah.com/feature/2015/05/12/van-long-plagued-by-terror-to-become-a-tourist-destination
Short film depicts Istanbul from Mimar Sinan's glorious mosques,"May 12, 2015",https://www.dailysabah.com/cinema/2015/05/12/short-film-depicts-istanbul-from-mimar-sinans-glorious-mosques
Turkish Airlines adds 7 new destinations from Ankara,"May 14, 2015",https://www.dailysabah.com/tourism/2015/05/14/turkish-airlines-adds-7-new-destinations-from-ankara
Real Madrid beat Olympiacos to win the Turkish Airlines Euroleague final,"May 17, 2015",https://www.dailysabah.com/basketball/2015/05/17/real-madrid-beat-olympiacos-to-win-the-turkish-airlines-euroleague-final
Enjoy golfing at night,"May 22, 2015",https://www.dailysabah.com/life/2015/05/22/enjoy-golfing-at-night
"CHP candidate for economy minister, Kemal Derviş, has doubts about projects","May 26, 2015",https://www.dailysabah.com/economy/2015/05/26/chp-candidate-for-economy-minister-kemal-dervis-has-doubts-about-projects
Turkey to dispatch humanitarian aid to Yemeni people,"May 27, 2015",https://www.dailysabah.com/politics/2015/05/27/turkey-to-dispatch-humanitarian-aid-to-yemeni-people
Five new  airports to be built in Anatolia,"May 28, 2015",https://www.dailysabah.com/business/2015/05/28/five-new-airports-to-be-built-in-anatolia
Turkey extradites Serb war criminal Dusko Dabetic,"Apr 17, 2015",https://www.dailysabah.com/turkey/2015/04/17/turkey-extradites-serb-war-criminal-dusko-dabetic
Greek mafia figure threatens Turkish basketball referee with death,"Apr 23, 2015",https://www.dailysabah.com/basketball/2015/04/23/greek-mafia-figure-threatens-turkish-basketball-referee-with-death
Final four promises exciting basketball,"Apr 24, 2015",https://www.dailysabah.com/basketball/2015/04/24/final-four-promises-exciting-basketball
Commercial flights to begin on May 26 from Turkey's artificial island,"Apr 26, 2015",https://www.dailysabah.com/tourism/2015/04/26/commercial-flights-to-begin-on-may-26-from-turkeys-artificial-island
Turkey's AFAD and other aid organizations on ground in Nepal,"Apr 27, 2015",https://www.dailysabah.com/turkey/2015/04/27/turkeys-afad-and-other-aid-organizations-on-ground-in-nepal
Turkish humanitarian relief effort continues to save lives in Nepal,"Apr 28, 2015",https://www.dailysabah.com/asia/2015/04/28/turkish-humanitarian-relief-effort-continues-to-save-lives-in-nepal
Turkish Airlines launches direct flights to Porto,"Apr 30, 2015",https://www.dailysabah.com/tourism/2015/04/30/turkish-airlines-launches-direct-flights-to-porto
Turkey might join TTIP with new agreement,"May 03, 2015",https://www.dailysabah.com/economy/2015/05/03/turkey-might-join-ttip-with-new-agreement
Turkey: THY among best in economy service,"May 04, 2015",https://www.dailysabah.com/tourism/2015/05/04/turkey-thy-among-best-in-economy-service
Arda Ermut appointed as new president of Turkey’s Investment Agency,"May 07, 2015",https://www.dailysabah.com/business/2015/05/07/arda-ermut-appointed-as-new-president-of-turkeys-investment-agency
Euroleague Rising Star Trophy goes to Fener's Bogdanovic again,"May 08, 2015",https://www.dailysabah.com/basketball/2015/05/08/euroleague-rising-star-trophy-goes-to-feners-bogdanovic-again
All-Turkish Airlines Euroleague teams unveiled,"May 10, 2015",https://www.dailysabah.com/basketball/2015/05/10/allturkish-airlines-euroleague-teams-unveiled
"Van, long plagued by terror, to become a tourist destination","May 12, 2015",https://www.dailysabah.com/feature/2015/05/12/van-long-plagued-by-terror-to-become-a-tourist-destination
Short film depicts Istanbul from Mimar Sinan's glorious mosques,"May 12, 2015",https://www.dailysabah.com/cinema/2015/05/12/short-film-depicts-istanbul-from-mimar-sinans-glorious-mosques
Turkish Airlines adds 7 new destinations from Ankara,"May 14, 2015",https://www.dailysabah.com/tourism/2015/05/14/turkish-airlines-adds-7-new-destinations-from-ankara
Real Madrid beat Olympiacos to win the Turkish Airlines Euroleague final,"May 17, 2015",https://www.dailysabah.com/basketball/2015/05/17/real-madrid-beat-olympiacos-to-win-the-turkish-airlines-euroleague-final
Enjoy golfing at night,"May 22, 2015",https://www.dailysabah.com/life/2015/05/22/enjoy-golfing-at-night
"CHP candidate for economy minister, Kemal Derviş, has doubts about projects","May 26, 2015",https://www.dailysabah.com/economy/2015/05/26/chp-candidate-for-economy-minister-kemal-dervis-has-doubts-about-projects
Turkey to dispatch humanitarian aid to Yemeni people,"May 27, 2015",https://www.dailysabah.com/politics/2015/05/27/turkey-to-dispatch-humanitarian-aid-to-yemeni-people
Five new  airports to be built in Anatolia,"May 28, 2015",https://www.dailysabah.com/business/2015/05/28/five-new-airports-to-be-built-in-anatolia
"OECD ministers pledge cleaner, more effective transport","May 30, 2015",https://www.dailysabah.com/business/2015/05/30/oecd-ministers-pledge-cleaner-more-effective-transport
Votes of Turks living abroad begin to be sent to Turkey,"Jun 02, 2015",https://www.dailysabah.com/elections/2015/06/02/votes-of-turks-living-abroad-begin-to-be-sent-to-turkey
Turkish Airlines offers music onboard to relax passengers,"Jun 02, 2015",https://www.dailysabah.com/life/2015/06/02/turkish-airlines-offers-music-onboard-to-relax-passengers
"Turkish Airlines commercial with Kobe, Messi best ad of the decade: public vote","Jun 03, 2015",https://www.dailysabah.com/business/2015/06/03/turkish-airlines-commercial-with-kobe-messi-best-ad-of-the-decade-public-vote
Pegasus Airlines to use dollar index to prevent losses,"Jun 09, 2015",https://www.dailysabah.com/business/2015/06/09/pegasus-airlines-to-use-dollar-index-to-prevent-losses
Turkish humanitarian relief effort continues to save lives in Nepal,"Apr 28, 2015",https://www.dailysabah.com/asia/2015/04/28/turkish-humanitarian-relief-effort-continues-to-save-lives-in-nepal
Turkish Airlines launches direct flights to Porto,"Apr 30, 2015",https://www.dailysabah.com/tourism/2015/04/30/turkish-airlines-launches-direct-flights-to-porto
Turkey might join TTIP with new agreement,"May 03, 2015",https://www.dailysabah.com/economy/2015/05/03/turkey-might-join-ttip-with-new-agreement
Turkey: THY among best in economy service,"May 04, 2015",https://www.dailysabah.com/tourism/2015/05/04/turkey-thy-among-best-in-economy-service
Arda Ermut appointed as new president of Turkey’s Investment Agency,"May 07, 2015",https://www.dailysabah.com/business/2015/05/07/arda-ermut-appointed-as-new-president-of-turkeys-investment-agency
Euroleague Rising Star Trophy goes to Fener's Bogdanovic again,"May 08, 2015",https://www.dailysabah.com/basketball/2015/05/08/euroleague-rising-star-trophy-goes-to-feners-bogdanovic-again
All-Turkish Airlines Euroleague teams unveiled,"May 10, 2015",https://www.dailysabah.com/basketball/2015/05/10/allturkish-airlines-euroleague-teams-unveiled
"Van, long plagued by terror, to become a tourist destination","May 12, 2015",https://www.dailysabah.com/feature/2015/05/12/van-long-plagued-by-terror-to-become-a-tourist-destination
Short film depicts Istanbul from Mimar Sinan's glorious mosques,"May 12, 2015",https://www.dailysabah.com/cinema/2015/05/12/short-film-depicts-istanbul-from-mimar-sinans-glorious-mosques
Turkish Airlines adds 7 new destinations from Ankara,"May 14, 2015",https://www.dailysabah.com/tourism/2015/05/14/turkish-airlines-adds-7-new-destinations-from-ankara
Real Madrid beat Olympiacos to win the Turkish Airlines Euroleague final,"May 17, 2015",https://www.dailysabah.com/basketball/2015/05/17/real-madrid-beat-olympiacos-to-win-the-turkish-airlines-euroleague-final
Enjoy golfing at night,"May 22, 2015",https://www.dailysabah.com/life/2015/05/22/enjoy-golfing-at-night
"CHP candidate for economy minister, Kemal Derviş, has doubts about projects","May 26, 2015",https://www.dailysabah.com/economy/2015/05/26/chp-candidate-for-economy-minister-kemal-dervis-has-doubts-about-projects
Turkey to dispatch humanitarian aid to Yemeni people,"May 27, 2015",https://www.dailysabah.com/politics/2015/05/27/turkey-to-dispatch-humanitarian-aid-to-yemeni-people
Five new  airports to be built in Anatolia,"May 28, 2015",https://www.dailysabah.com/business/2015/05/28/five-new-airports-to-be-built-in-anatolia
"OECD ministers pledge cleaner, more effective transport","May 30, 2015",https://www.dailysabah.com/business/2015/05/30/oecd-ministers-pledge-cleaner-more-effective-transport
Votes of Turks living abroad begin to be sent to Turkey,"Jun 02, 2015",https://www.dailysabah.com/elections/2015/06/02/votes-of-turks-living-abroad-begin-to-be-sent-to-turkey
Turkish Airlines offers music onboard to relax passengers,"Jun 02, 2015",https://www.dailysabah.com/life/2015/06/02/turkish-airlines-offers-music-onboard-to-relax-passengers
"Turkish Airlines commercial with Kobe, Messi best ad of the decade: public vote","Jun 03, 2015",https://www.dailysabah.com/business/2015/06/03/turkish-airlines-commercial-with-kobe-messi-best-ad-of-the-decade-public-vote
Pegasus Airlines to use dollar index to prevent losses,"Jun 09, 2015",https://www.dailysabah.com/business/2015/06/09/pegasus-airlines-to-use-dollar-index-to-prevent-losses
Turkish Mosque Attacked in US alarms rising Islamophobia,"Jun 11, 2015",https://www.dailysabah.com/americas/2015/06/11/turkish-mosque-attacked-in-us-alarms-rising-islamophobia
